source	target	weight
HIV	Wikipedia talk:WikiProject LGBT studies/Archive 15	1
Discrimination	Demographics of Pakistan	1
HIV	Wikipedia:Selected anniversaries/April 8	1
Discrimination	Demographics of Portugal	1
HIV	Wikipedia:Selected anniversaries/May	1
Discrimination	Demographics of sexual orientation	1
HIV	Wikipedia:Status of the porting of the CIA World Factbook	1
Apartheid	Arnot Power Station	1
HIV	Wikipedia:TLAs from EAA to HZZ	1
Discrimination	Demographics of the Cayman Islands	1
HIV	Wikipedia:Version 1.0 Editorial Team/PSP SA articles by quality log	1
Discrimination	Demographics of the Comoros	1
HIV	Wikipedia:WikiProject AIDS/Popular pages	1
Discrimination	Demographics of the Democratic Republic of the Congo	1
HIV	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Assessment	1
Discrimination	Demographics of the Republic of Ireland	1
HIV	Wild type	1
Discrimination	Denel Dynamics Seeker	1
HIV	Witch-hunt	1
Apartheid	Aromat	1
HIV	Woman	1
Discrimination	Dennis Rodman	1
HIV	Women's Interagency HIV Study	1
Discrimination	Dependent personality disorder	1
HIV	World AIDS Museum and Educational Center	1
Discrimination	Depression (mood)	1
HIV	World Health Organization	1
Discrimination	Deprogramming	1
Apartheid	He, She and It	1
Discrimination	Depth-first search	1
HIV	Yahya Jammeh	1
Discrimination	Derek Boogaard	1
HIV	Yeast	1
Discrimination	Derek Lowe	1
HIV	Young adult (psychology)	1
Discrimination	Derek Nimmo	1
Apartheid	He's a Lady	1
Discrimination	Derrick Jensen	1
HIV	Zanzibar	1
Discrimination	Dervla Murphy	1
Acid	Gilbert N. Lewis	1
Alcoholism	Court order	1
Apartheid	Heat wave	1
Discrimination	Desegregation busing	1
HIV/AIDS	1994 expanded World Health Organization AIDS case definition	1
Discrimination	Desi	1
HIV/AIDS	Abstinence-only sex education	1
Discrimination	Designing Women	1
HIV/AIDS	AIDS amendments of 1988	1
Discrimination	Detective	1
HIV/AIDS	Aids orphan	1
Discrimination	Developmental disability	1
HIV/AIDS	AIDS photo diary, 1986–1990	1
Discrimination	Developmental psychology	1
HIV/AIDS	AIDS Services of Austin	1
Discrimination	Devil's Peak (Cape Town)	1
HIV/AIDS	Angelina Jolie	1
Discrimination	Devon and Cornwall Police	1
HIV/AIDS	Audre Lorde Project	1
Discrimination	Diagnostic and Statistical Manual of Mental Disorders	1
HIV/AIDS	Book talk:Adoption	1
Discrimination	Dialetheism	1
HIV/AIDS	Category:Fictional characters with HIV/AIDS	1
Discrimination	Diana E. H. Russell	1
HIV/AIDS	CCR5	1
Discrimination	Diane Lane	1
HIV/AIDS	Checkpoint (rapid HIV testing facility)	1
Discrimination	Diaspora	1
HIV/AIDS	Criminal transmission of HIV	1
Discrimination	Dichlorodiphenyltrichloroethane	1
HIV/AIDS	Diagnosis of HIV/AIDS	1
Discrimination	Dick Gregory	1
HIV/AIDS	Discredited HIV/AIDS origins theories	1
Discrimination	Dick Tracy (1990 film)	1
HIV/AIDS	Duesberg hypothesis	1
Discrimination	Diego Garcia	1
HIV/AIDS	Epidemiology of HIV/AIDS	1
Discrimination	Diesel and Dust	1
HIV/AIDS	Fuyang	1
Discrimination	Dietrich Bonhoeffer	1
HIV/AIDS	Gay-related immune deficiency	1
Discrimination	Diffuse axonal injury	1
HIV/AIDS	HACC Cambodia	1
Discrimination	Dig Me Out	1
HIV/AIDS	History of HIV/AIDS	1
Discrimination	Dilton Doiley	1
HIV/AIDS	HIV disease progression rates	1
Discrimination	Dimitri Tsafendas	1
HIV/AIDS	HIV Drug Resistance Database	1
Discrimination	Dinnington High School	1
HIV/AIDS	HIV tropism	1
Discrimination	Dinozaurs	1
HIV/AIDS	HIV Vaccine Trials Network	1
Discrimination	Diplomatic immunity	1
HIV/AIDS	HIV-affected community	1
Discrimination	Dirty Work (1998 film)	1
HIV/AIDS	HIV-associated nephropathy	1
Discrimination	Disability Discrimination Act 1995	1
HIV/AIDS	HIV-associated pruritus	1
Apartheid	Arrangement	1
HIV/AIDS	HIV/AIDS denialism	1
Discrimination	Disadvantaged	1
HIV/AIDS	HIV/AIDS in Angola	1
Discrimination	Disclosure (novel)	1
HIV/AIDS	HIV/AIDS in Asia	1
Apartheid	Art Young	1
HIV/AIDS	HIV/AIDS in Bangladesh	1
Alcoholism	Cousin	1
HIV/AIDS	HIV/AIDS in Bhutan	1
Discrimination	Discriminatory	1
HIV/AIDS	HIV/AIDS in Botswana	1
Discrimination	Discursive psychology	1
HIV/AIDS	HIV/AIDS in Cambodia	1
Discrimination	Disgrace	1
HIV/AIDS	HIV/AIDS in China	1
Apartheid	Arthur Maimane	1
HIV/AIDS	HIV/AIDS in East Timor	1
Discrimination	Dissociation (psychology)	1
HIV/AIDS	HIV/AIDS in El Salvador	1
Discrimination	Distraction	1
HIV/AIDS	HIV/AIDS in Europe	1
Discrimination	Distributive justice	1
HIV/AIDS	HIV/AIDS in Guatemala	1
Discrimination	District Six	1
HIV/AIDS	HIV/AIDS in Guyana	1
Discrimination	Diversity training	1
HIV/AIDS	HIV/AIDS in Honduras	1
Discrimination	Divide and rule	1
HIV/AIDS	HIV/AIDS in Indonesia	1
Discrimination	Division of labour	1
HIV/AIDS	HIV/AIDS in Ivory Coast	1
Acid	Base	1
HIV/AIDS	HIV/AIDS in Japan	1
Discrimination	Dobsonville Shopping Centre	1
HIV/AIDS	HIV/AIDS in Kenya	1
Discrimination	Doctor (title)	1
HIV/AIDS	HIV/AIDS in Latin America	1
Discrimination	Doctor Octopus	1
HIV/AIDS	HIV/AIDS in Madagascar	1
Discrimination	Domestic abuse	1
HIV/AIDS	HIV/AIDS in Malaysia	1
Discrimination	Domestic Disturbance	1
HIV/AIDS	HIV/AIDS in Mexico	1
Apartheid	Artificial turf	1
HIV/AIDS	HIV/AIDS in Myanmar	1
Apartheid	Artists United Against Apartheid	1
HIV/AIDS	HIV/AIDS in Nepal	1
Discrimination	Domestic Violence	1
HIV/AIDS	HIV/AIDS in Nicaragua	1
Discrimination	Domestic Violence Offender Gun Ban	1
HIV/AIDS	HIV/AIDS in Nigeria	1
Discrimination	Dominance and submission	1
HIV/AIDS	HIV/AIDS in North Korea	1
Discrimination	Dominant-party system	1
HIV/AIDS	HIV/AIDS in Papua New Guinea	1
Discrimination	Domitian	1
HIV/AIDS	HIV/AIDS in Russia	1
Discrimination	Don Cornelius	1
HIV/AIDS	HIV/AIDS in Senegal	1
Discrimination	Don Imus	1
HIV/AIDS	HIV/AIDS in South America	1
Discrimination	Don McLean	1
HIV/AIDS	HIV/AIDS in Taiwan	1
Discrimination	Don McPherson	1
HIV/AIDS	HIV/AIDS in Thailand	1
Discrimination	Don't ask, don't tell	1
HIV/AIDS	HIV/AIDS in the Democratic Republic of the Congo	1
Discrimination	Don't be evil	1
HIV/AIDS	HIV/AIDS in the Philippines	1
Discrimination	Doogie Howser, M.D.	1
HIV/AIDS	HIV/AIDS in the United Kingdom	1
Discrimination	Dorian James	1
HIV/AIDS	HIV/AIDS in Ukraine	1
Discrimination	Doris Lessing	1
HIV/AIDS	HIV/AIDS in Zambia	1
Discrimination	Dorothy Allison	1
HIV/AIDS	HIV/AIDS research	1
Discrimination	Dorothy Dandridge	1
HIV/AIDS	Housing Works	1
Discrimination	Dorothy Rabinowitz	1
HIV/AIDS	Index of HIV/AIDS-related articles	1
Discrimination	Double bind	1
HIV/AIDS	International AIDS Society	1
Apartheid	Arun Shridhar Vaidya	1
HIV/AIDS	List of countries by HIV/AIDS adult prevalence rate	1
Discrimination	Doug (TV series)	1
HIV/AIDS	List of HIV/AIDS cases and deaths registered by region	1
Discrimination	Doug Ross	1
HIV/AIDS	Makeni, Zambia	1
Discrimination	Douglas Bader	1
HIV/AIDS	Media portrayal of HIV/AIDS	1
Discrimination	Douglas Wilder	1
HIV/AIDS	Mseleni	1
Discrimination	Down These Mean Streets	1
HIV/AIDS	Multiple sex partners	1
Discrimination	Down-low (sexual slang)	1
HIV/AIDS	National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention	1
Discrimination	Downhill mountain biking	1
HIV/AIDS	OPV AIDS hypothesis	1
Discrimination	Downtown (TV series)	1
HIV/AIDS	Orphanage	1
Apartheid	Aruna Asaf Ali	1
HIV/AIDS	OVCs	1
Discrimination	Dr. Nick	1
HIV/AIDS	People With AIDS	1
Discrimination	Dr. Wily	1
HIV/AIDS	Prevention of HIV/AIDS	1
Discrimination	Draco Malfoy	1
HIV/AIDS	Relationship between education and HIV/AIDS	1
Alcoholism	Cow tipping	1
HIV/AIDS	Safe sex	1
Alcoholism	Talk:Lucky Luke	1
HIV/AIDS	Sentebale	1
Discrimination	Dragon Boys	1
HIV/AIDS	Serosorting	1
Discrimination	Dragon Knight	1
HIV/AIDS	Signs and symptoms of HIV/AIDS	1
Discrimination	Drakenstein Correctional Centre	1
HIV/AIDS	Southern AIDS Living Quilt	1
Discrimination	Drakenstein Local Municipality	1
HIV/AIDS	Stop AIDS Project	1
Discrimination	Dravidian languages	1
HIV/AIDS	Student Initiative Rahel	1
Discrimination	Drawn Together	1
HIV/AIDS	Suraksha Clinic	1
Discrimination	Drink	1
HIV/AIDS	Talk:Orphan	1
Apartheid	Asexuality	1
HIV/AIDS	Template:HIV and AIDS	1
Discrimination	Drug Abuse Resistance Education	1
HIV/AIDS	Timeline of early HIV/AIDS cases	1
Discrimination	Drug rehabilitation	1
HIV/AIDS	Timothy Ray Brown	1
Discrimination	Dubbing (filmmaking)	1
HIV/AIDS	Unite for Children, Unite Against AIDS	1
Discrimination	Due South	1
HIV/AIDS	User talk:Sethie/scap	1
Discrimination	Dumbing down	1
HIV/AIDS	User:Acer/Simple1	1
Discrimination	Dumbo	1
HIV/AIDS	User:Brp101/sandbox	1
Discrimination	Dune	1
HIV/AIDS	User:Christian Irwan/Books/HIV/AIDS	1
Apartheid	Asha Bhosle	1
HIV/AIDS	User:Gallimaufries/UN data	1
Discrimination	Dusky shark	1
HIV/AIDS	User:Hengthona	1
Apartheid	Ashok Sekhar Ganguly	1
HIV/AIDS	User:Jak8/sandbox	1
Discrimination	Dutch Reformed Church in South Africa (NGK)	1
HIV/AIDS	User:Persian translator/sandbox	1
Discrimination	DV (disambiguation)	1
HIV/AIDS	User:Reinyday	1
Apartheid	Ashram	1
HIV/AIDS	User:ShaunMacPherson/test2/	1
Discrimination	Dysfunctional Family Circus	1
HIV/AIDS	User:Spacepotato/Virology pages	1
Discrimination	Dysmenorrhea	1
HIV/AIDS	User:West.andrew.g/Dead links/Archive 706	1
Discrimination	Dysphemism	1
HIV/AIDS	WHO disease staging system for HIV infection and disease	1
Discrimination	Early childhood education	1
HIV/AIDS	WHO Disease Staging System for HIV Infection and Disease in Children	1
Discrimination	Early day motion	1
HIV/AIDS	Wikipedia talk:WikiProject Adoption, fostering, orphan care and displacement/Archive 1	1
Discrimination	Early infanticidal childrearing	1
HIV/AIDS	Wikipedia talk:WikiProject LGBT studies/Archive 15	1
Discrimination	East Brunswick High School	1
HIV/AIDS	Wikipedia:Version 1.0 Editorial Team/PSP SA articles by quality log	1
Discrimination	East Brunswick, New Jersey	1
HIV/AIDS	Wikipedia:WikiProject AIDS/Popular pages	1
Discrimination	East London, Eastern Cape	1
HIV/AIDS	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Assessment	1
Alcoholism	Cowboy	1
HIV/AIDS	Women's Interagency HIV Study	1
Discrimination	Eastern Cape	1
HIV/AIDS	XV International AIDS Conference, 2004	1
Discrimination	Eastgate shopping centre, Johannesburg	1
HIV/AIDS	Zero Patience	1
Discrimination	Eating disorder	1
Hydraulics	1624 in science	1
Discrimination	Eben Dönges High School	1
Hydraulics	1775 in science	1
Discrimination	École Polytechnique massacre	1
Hydraulics	1802 in science	1
Discrimination	Ecology	1
Hydraulics	1924	1
Discrimination	Economic inequality	1
Hydraulics	4	1
Discrimination	Economy of Afghanistan	1
Hydraulics	Active laser medium	1
Discrimination	Economy of Angola	1
Hydraulics	Adam Walker (inventor)	1
Discrimination	Economy of Botswana	1
Hydraulics	Aeroscope	1
Discrimination	Economy of Colombia	1
Hydraulics	Air brake (road vehicle)	1
Discrimination	Economy of Eritrea	1
Hydraulics	Air embolism	1
Discrimination	Economy of Gabon	1
Hydraulics	Air operated	1
Discrimination	Economy of Ghana	1
Hydraulics	Air-dump	1
Discrimination	Economy of Kenya	1
Hydraulics	Aircraft maintenance technician	1
Discrimination	Economy of Lebanon	1
Hydraulics	Alfred Ely Beach	1
Discrimination	Economy of Lesotho	1
Hydraulics	Alliance Tire Company	1
Discrimination	Economy of Malawi	1
Hydraulics	Ammonia	1
Discrimination	Economy of Mauritius	1
Hydraulics	Amorphous solid	1
Discrimination	Economy of Mozambique	1
Hydraulics	Ancient Greek medicine	1
Discrimination	Economy of Nigeria	1
Hydraulics	Angle seat piston valve	1
Apartheid	Asian cuisine	1
Hydraulics	Antoine Lavoisier	1
Discrimination	Economy of the Democratic Republic of the Congo	1
Hydraulics	Arabian Desert	1
Discrimination	Eddie Leonski	1
Hydraulics	Argon	1
Discrimination	Eden District Municipality	1
Hydraulics	Asimov's Biographical Encyclopedia of Science and Technology	1
Discrimination	Edgemead	1
Hydraulics	At the Abyss	1
Discrimination	Education in Africa	1
Hydraulics	Atmosphere	1
Discrimination	Education in New Zealand	1
Hydraulics	Atmospheric pressure	1
Discrimination	Education in South Korea	1
Hydraulics	Atomic orbital	1
Discrimination	Education in Sweden	1
Hydraulics	Atomic theory	1
Discrimination	Educational psychology	1
Hydraulics	Autoinjector	1
Discrimination	Edward Abbey	1
Hydraulics	Automation Studio	1
Discrimination	Edward Bernays	1
Hydraulics	Automaton	1
Discrimination	Edward Hartman	1
Hydraulics	Avogadro's law	1
Discrimination	Effeminacy	1
Hydraulics	Bad breath	1
Alcoholism	Talk:M. F. Thatherton	1
Hydraulics	Barbecue grill	1
Discrimination	Egocentric bias	1
Hydraulics	Barostat	1
Discrimination	Eh	1
Hydraulics	Behavioral neuroscience	1
Discrimination	Ehud Barak	1
Hydraulics	Berlin Heart	1
Discrimination	Eindhoven	1
Hydraulics	Bicycle brake	1
Discrimination	Eisaku Satō	1
Hydraulics	Biogas	1
Discrimination	El DeBarge	1
Hydraulics	Bohr model	1
Discrimination	El Norte (film)	1
Hydraulics	Book lung	1
Discrimination	Elaine Brown	1
Hydraulics	Book talk:Princípios de Engenharia Mecânica	1
Discrimination	Elaine Showalter	1
Hydraulics	Boost controller	1
Discrimination	Elands Bay	1
Hydraulics	Bottle	1
Alcoholism	Creativity and mental illness	1
Hydraulics	Boyle's law	1
Discrimination	Elementary schools in Japan	1
Hydraulics	Brazen head	1
Discrimination	Elephant	1
Hydraulics	Brickyard 400	1
Apartheid	Asida	1
Hydraulics	British Compressed Gases Association	1
Discrimination	Elim, Western Cape	1
Hydraulics	British Rail 10800	1
Discrimination	Elizabeth Cady Stanton	1
Hydraulics	Brownian motion	1
Discrimination	Ellen Ripley	1
Hydraulics	Building automation	1
Discrimination	Elsieskraal River	1
Hydraulics	Bunsen burner	1
Discrimination	Emancipation of minors	1
Hydraulics	Cable jetting	1
Discrimination	Embargo	1
Hydraulics	Cali	1
Discrimination	Embarrassment	1
Hydraulics	Capillary action	1
Discrimination	Emerald	1
Hydraulics	Caproni Ca.71	1
Discrimination	Emergency shelter	1
Hydraulics	Carbon dioxide	1
Discrimination	Emmerdale	1
Hydraulics	Carlisle College	1
Discrimination	Emory University	1
Hydraulics	Catalysis	1
Discrimination	Emotional intelligence	1
Hydraulics	Charged particle	1
Apartheid	Assan Jatta	1
Hydraulics	Check valve	1
Discrimination	Emotional labor	1
Hydraulics	Chemical explosive	1
Discrimination	Emotional reasoning	1
Hydraulics	Chemical mortar battalion	1
Apartheid	Assassination of Mahatma Gandhi	1
Hydraulics	Chemistry	1
Alcoholism	Crime of passion	1
Hydraulics	Chewing gum	1
Discrimination	Employment Non-Discrimination Act	1
Hydraulics	Chlorine	1
Alcoholism	Criminal sentencing in the United States	1
Hydraulics	Chloroform	1
Discrimination	Encyclopedia Brown	1
Hydraulics	Ciprofloxacin	1
Discrimination	Endometrial cancer	1
Hydraulics	Classical element	1
Discrimination	England	1
Hydraulics	Clathrate hydrate	1
Discrimination	England national football team	1
Hydraulics	Colchicine	1
Discrimination	English cuisine	1
Hydraulics	Colloid	1
Discrimination	English Revolution	1
Hydraulics	Compressed air	1
Discrimination	Enid Blyton	1
Hydraulics	Compressed air energy storage	1
Discrimination	Entrapment	1
Hydraulics	Compressed air pipework	1
Alcoholism	Cronyism	1
Hydraulics	Condensation	1
Discrimination	Epicureanism	1
Hydraulics	Confined space rescue	1
Discrimination	Epistle of James	1
Hydraulics	Continuum mechanics	1
Discrimination	Epitome	1
Hydraulics	Convair XB-46	1
Discrimination	Equal consideration of interests	1
Hydraulics	Convection cell	1
Discrimination	Equal opportunity	1
Hydraulics	Cosby Smallpeice	1
Discrimination	Equal Protection Clause	1
Hydraulics	Counter-pressure brake	1
Discrimination	Equal Rights Amendment	1
Hydraulics	Cracking joints	1
Discrimination	Equality before the law	1
Hydraulics	Cremation	1
Discrimination	Equality of outcome	1
Hydraulics	Cryogenics	1
Discrimination	Equatorial Guinea	1
Hydraulics	Crystal Mill	1
Discrimination	Eric Harris and Dylan Klebold	1
Hydraulics	CS gas	1
Apartheid	Assassination of Olof Palme	1
Hydraulics	Ctesibius	1
Discrimination	Eric Smith (murderer)	1
Hydraulics	Curl (mathematics)	1
Discrimination	Erika Harold	1
Hydraulics	Daniel Rutherford	1
Discrimination	Erin Pizzey	1
Hydraulics	De Laval nozzle	1
Discrimination	Erotic spanking	1
Hydraulics	Dean Kamen	1
Discrimination	Erotophobia	1
Hydraulics	Dehydroepiandrosterone	1
Discrimination	Eskom	1
Hydraulics	Density of states	1
Discrimination	Esperanto	1
Hydraulics	Desiccation	1
Discrimination	Essentialism	1
Hydraulics	Deuterium	1
Discrimination	Essex man	1
Hydraulics	Diazepam	1
Discrimination	Ethanol	1
Hydraulics	Dilithium	1
Discrimination	Ethics in the Bible	1
Hydraulics	Disc brake	1
Discrimination	Ethics of eating meat	1
Hydraulics	Diving physics	1
Apartheid	Association of Community Access Broadcasters	1
Hydraulics	Dry ice	1
Discrimination	Ethnic issues in Japan	1
Hydraulics	Dynamic braking	1
Discrimination	Ethnic joke	1
Hydraulics	Economy of Chile	1
Discrimination	Ethnic origin	1
Hydraulics	Economy of Georgia (country)	1
Discrimination	Ethnic stereotype	1
Hydraulics	Economy of Morocco	1
Discrimination	Ethnocentrism	1
Hydraulics	Economy of Somalia	1
Apartheid	Association of Mineworkers and Construction Union	1
Hydraulics	Economy of Venezuela	1
Discrimination	Ethnopluralism	1
Hydraulics	EI Niš	1
Discrimination	Eunuch	1
Hydraulics	Elasticity (physics)	1
Discrimination	European Broadcasting Union	1
Hydraulics	Electric drag racing	1
Discrimination	European Convention on Human Rights	1
Hydraulics	Electronic engine management system	1
Discrimination	European Convention on Nationality	1
Hydraulics	Elixir	1
Discrimination	European Free Alliance	1
Hydraulics	Embolism	1
Discrimination	European Free Trade Association	1
Hydraulics	Emergency brake (train)	1
Discrimination	European Space Agency	1
Hydraulics	Enema	1
Apartheid	Assyria	1
Hydraulics	Engine control unit	1
Discrimination	Evaluation	1
Hydraulics	Enginuity	1
Discrimination	Eve teasing	1
Hydraulics	Enthalpy of vaporization	1
Discrimination	Evergrey	1
Hydraulics	Environmental remediation	1
Discrimination	Everworld	1
Hydraulics	Epinephrine autoinjector	1
Discrimination	Everybody Loves Raymond	1
Hydraulics	Equation of state	1
Discrimination	Evonne Goolagong Cawley	1
Hydraulics	Ethane	1
Discrimination	Ewha Womans University	1
Hydraulics	Everard Calthrop	1
Apartheid	Assyrian cuisine	1
Hydraulics	Exhaust brake	1
Discrimination	Executioner	1
Hydraulics	Exponential distribution	1
Discrimination	Exercises in Style	1
Hydraulics	Fermi gas	1
Discrimination	Explanation	1
Hydraulics	Fermionic condensate	1
Discrimination	Exponent bias	1
Hydraulics	Figurative system of human knowledge	1
Discrimination	Expulsion (education)	1
Hydraulics	Fire extinguisher	1
Discrimination	Extrajudicial punishment	1
Hydraulics	Fireless locomotive	1
Discrimination	Eyepatch	1
Hydraulics	Fixture (tool)	1
Discrimination	F Troop	1
Hydraulics	Flash evaporation	1
Alcoholism	Cultural assimilation	1
Hydraulics	Flerovium	1
Discrimination	Fa'afafine	1
Apartheid	Heavy Metal (film)	1
Discrimination	Fact	1
Hydraulics	Fluidics	1
Discrimination	Fair City	1
Hydraulics	Fluorite	1
Discrimination	Fair Housing Act	1
Hydraulics	Foreign relations of Spain	1
Discrimination	Faith (Buffy the Vampire Slayer)	1
Hydraulics	Freezing	1
Discrimination	Faith healing	1
Hydraulics	Furosemide	1
Discrimination	Fakaleiti	1
Hydraulics	Gamma-Hydroxybutyric acid	1
Discrimination	Fallacy	1
Hydraulics	Gas laws	1
Discrimination	False advertising	1
Hydraulics	Gaseous phase	1
Discrimination	False Bay	1
Hydraulics	Gastric dilatation volvulus	1
Discrimination	False confession	1
Hydraulics	General anaesthetic	1
Discrimination	Family centre	1
Hydraulics	Geography of Afghanistan	1
Apartheid	Asturian cuisine	1
Hydraulics	Geography of Nigeria	1
Apartheid	Atal Bihari Vajpayee	1
Hydraulics	Geography of Vietnam	1
Discrimination	Faraz Rabbani	1
Hydraulics	George Dowty	1
Discrimination	Fascism	1
Hydraulics	George Sinclair (mathematician)	1
Alcoholism	Cultural movement	1
Hydraulics	Geothermal areas of Yellowstone	1
Discrimination	Fat Albert and the Cosby Kids	1
Hydraulics	Glass production	1
Discrimination	Fatah	1
Hydraulics	Glossary of civil engineering	1
Apartheid	Athlone Power Station	1
Hydraulics	Glossary of mechanical engineering	1
Apartheid	Athlone, Cape Town	1
Hydraulics	Glossary of robotics	1
Discrimination	Fathers' rights movement in the United Kingdom	1
Hydraulics	Glutamine	1
Discrimination	Fatshe leno la rona	1
Hydraulics	Glycerol	1
Discrimination	Fatty liver	1
Hydraulics	Golding Bird	1
Discrimination	Favoritism	1
Hydraulics	H II region	1
Discrimination	FC St. Pauli	1
Hydraulics	Hansa-Flex	1
Discrimination	Fear of a Black Planet	1
Hydraulics	Harry Yerkes	1
Discrimination	Fearless Leader	1
Hydraulics	Heat capacity	1
Discrimination	Feather Boy	1
Hydraulics	Heat treating	1
Discrimination	February	1
Hydraulics	Helium	1
Discrimination	February 2	1
Hydraulics	Henry Cavendish	1
Discrimination	February 27	1
Hydraulics	Hero of Alexandria	1
Discrimination	February 29	1
Hydraulics	History of artificial life	1
Discrimination	Federalism	1
Hydraulics	History of robots	1
Discrimination	Federalist No. 1	1
Hydraulics	History of the United Kingdom	1
Discrimination	Federated States of Micronesia	1
Hydraulics	Hooke's law	1
Discrimination	Fela Kuti	1
Hydraulics	Humanoid robot	1
Discrimination	Female genital mutilation	1
Hydraulics	Hurricane (ride)	1
Discrimination	Female homicides in Ciudad Juárez	1
Hydraulics	Hydrocarbon	1
Discrimination	Female infanticide	1
Hydraulics	Hydrogen chloride	1
Discrimination	Femicide	1
Hydraulics	Hydrostatic test	1
Discrimination	Feminazi	1
Hydraulics	Hypercapnia	1
Discrimination	Femininity	1
Hydraulics	Ideal gas	1
Alcoholism	Culture-bound syndrome	1
Hydraulics	Inchkeith	1
Alcoholism	Curfew	1
Hydraulics	Index of branches of science	1
Discrimination	Feminist film theory	1
Hydraulics	Index of engineering science and mechanics articles	1
Discrimination	Feminist geography	1
Hydraulics	Index of robotics articles	1
Discrimination	Feminist science fiction	1
Hydraulics	Inelastic collision	1
Discrimination	Feminist theory	1
Hydraulics	Inflatable	1
Discrimination	Feminists for Life	1
Hydraulics	Inorganic chemistry	1
Discrimination	Feminization of poverty	1
Hydraulics	Intercity-Express	1
Discrimination	Fibber McGee and Molly	1
Hydraulics	Interference (wave propagation)	1
Discrimination	Fictionalism	1
Hydraulics	Interlocking machine room	1
Discrimination	Fictionmania	1
Hydraulics	Intramuscular injection	1
Discrimination	FIFA	1
Hydraulics	Ionization	1
Discrimination	FIFA World Cup	1
Hydraulics	Isoflurane	1
Discrimination	Fiji	1
Hydraulics	Jacobus Henricus van 't Hoff	1
Discrimination	Filial cruelty	1
Hydraulics	Jan Baptist van Helmont	1
Discrimination	Filicide	1
Hydraulics	Jingo (novel)	1
Discrimination	Film festival	1
Hydraulics	John Dalton	1
Discrimination	Filth (novel)	1
Hydraulics	John Wise (balloonist)	1
Apartheid	Athol Rowan	1
Hydraulics	Joseph Louis Gay-Lussac	1
Discrimination	Finitism	1
Hydraulics	Junkers Ju 87	1
Discrimination	Finns	1
Hydraulics	Keg	1
Discrimination	Fiona Bruce	1
Hydraulics	Kimberley (Western Australia)	1
Discrimination	Fiona Mactaggart	1
Hydraulics	Kinetic theory of gases	1
Discrimination	First Boer War	1
Hydraulics	Knorr-Bremse	1
Discrimination	First Epistle of Peter	1
Hydraulics	Kunze-Knorr brake	1
Discrimination	First Special Service Force	1
Hydraulics	Land transport	1
Discrimination	First-come, first-served	1
Hydraulics	Lava Beds National Monument	1
Discrimination	Fish Hoek	1
Hydraulics	Legacy of the Roman Empire	1
Discrimination	Flag	1
Hydraulics	Lego pneumatics	1
Discrimination	Flag of South Africa	1
Hydraulics	Lemon balm	1
Discrimination	Flash Thompson	1
Hydraulics	Liquefaction	1
Discrimination	Flattery	1
Hydraulics	Liquid oxygen	1
Apartheid	Atlantis, Western Cape	1
Hydraulics	List of Dewey Decimal classes	1
Discrimination	Flintheart Glomgold	1
Hydraulics	List of English words of Dutch origin	1
Discrimination	Focus on the Family	1
Hydraulics	List of home appliances	1
Discrimination	Foggy Nelson	1
Hydraulics	List of United States Marine Corps MOS	1
Discrimination	Food security	1
Hydraulics	List of words having different meanings in American and British English: A–L	1
Discrimination	Foot binding	1
Hydraulics	Loading dock	1
Discrimination	Forced displacement	1
Hydraulics	Locomotion in space	1
Discrimination	Forced marriage	1
Hydraulics	London dispersion force	1
Discrimination	Ford Foundation	1
Hydraulics	Lorenzo Magalotti	1
Discrimination	Foreign policy of the United States	1
Hydraulics	LSWR M7 class	1
Discrimination	Foreign relations of Angola	1
Hydraulics	M61 Vulcan	1
Discrimination	Foreign relations of Armenia	1
Hydraulics	Machine press	1
Discrimination	Foreign relations of Bangladesh	1
Hydraulics	Manufacturing engineering	1
Discrimination	Foreign relations of Belarus	1
Hydraulics	Mark 19 torpedo	1
Discrimination	Foreign relations of Botswana	1
Hydraulics	Maxwell–Boltzmann distribution	1
Discrimination	Foreign relations of Brazil	1
Hydraulics	Maxwell's demon	1
Discrimination	Foreign relations of Cambodia	1
Hydraulics	Mechanical engineering	1
Discrimination	Foreign relations of Cameroon	1
Hydraulics	Međimurje County	1
Discrimination	Foreign relations of Cape Verde	1
Hydraulics	Melting	1
Apartheid	Attachment parenting	1
Hydraulics	Merchandise Mart	1
Discrimination	Foreign relations of Croatia	1
Hydraulics	Metro 2033 (video game)	1
Apartheid	Attack on Kennedy Road	1
Hydraulics	Mills Novelty Company	1
Discrimination	Foreign relations of Cyprus	1
Hydraulics	Missile technician (United States Navy)	1
Discrimination	Foreign relations of Denmark	1
Hydraulics	Mode of transport	1
Discrimination	Foreign relations of Dominica	1
Hydraulics	Molar volume	1
Discrimination	Foreign relations of Egypt	1
Hydraulics	Motion control	1
Discrimination	Foreign relations of Finland	1
Hydraulics	Mouthwash	1
Discrimination	Foreign relations of Georgia	1
Hydraulics	MRI Robot	1
Discrimination	Foreign relations of Greece	1
Hydraulics	National Historic Chemical Landmarks	1
Discrimination	Foreign relations of Grenada	1
Hydraulics	Natural gas	1
Discrimination	Foreign relations of Guinea	1
Hydraulics	Nature	1
Discrimination	Foreign relations of Guyana	1
Hydraulics	Nebula	1
Apartheid	Attraction to transgender people	1
Hydraulics	Nephelometer	1
